quote_date,observation,price
2020-09-01,corn_prod_price,1.3381610992583586
2020-10-01,corn_prod_price,1.3339572208342247
2020-11-01,corn_prod_price,0.7242653993838863
2020-12-01,corn_prod_price,1.33435999956
2021-01-01,corn_prod_price,0.7366440645762713
2021-02-01,corn_prod_price,0.7413712339130435
2021-03-01,corn_prod_price,0.7291318289067524
2021-04-01,corn_prod_price,0.7326984077777778
2021-05-01,corn_prod_price,0.7253389788983051
2021-06-01,corn_prod_price,0.7247202761818182
2021-07-01,corn_prod_price,1.4366949521055046
2021-08-01,corn_prod_price,1.5860513908008567
2021-09-01,corn_prod_price,1.6205198223524229
2021-10-01,corn_prod_price,1.657542370483051
2021-11-01,corn_prod_price,1.7144618800852016
2021-12-01,corn_prod_price,1.6614925298678038
2022-01-01,corn_prod_price,1.6541612137211328
2022-02-01,corn_prod_price,1.6700225689119639
2022-03-01,corn_prod_price,1.6882947308589473
2022-04-01,corn_prod_price,1.701278821538784
2022-05-01,corn_prod_price,1.708655454210084
2022-06-01,corn_prod_price,1.679203180685259
2022-07-01,corn_prod_price,1.7090980317529412
2022-08-01,corn_prod_price,1.7579381351340206
2022-09-01,corn_prod_price,1.7067206379352227
2022-10-01,corn_prod_price,1.7219222795501021
2022-11-01,corn_prod_price,1.5675711037199125
2022-12-01,corn_prod_price,1.6001935370752687
2023-01-01,corn_prod_price,1.779227549645094
2023-02-01,corn_prod_price,1.7821757231380753
2023-03-01,corn_prod_price,1.7293096597435897
2023-04-01,corn_prod_price,1.7585077475775195
2023-05-01,corn_prod_price,1.7995736402906977
2023-06-01,corn_prod_price,1.9019587573402061
2023-07-01,corn_prod_price,1.9250199910599999
2023-08-01,corn_prod_price,1.9424448861523047
2023-09-01,corn_prod_price,1.920637447430279
2023-10-01,corn_prod_price,1.910788952800789
2023-11-01,corn_prod_price,1.9293069291089109
2023-12-01,corn_prod_price,2.047019863620309
2024-01-01,corn_prod_price,2.0763901305381167
2024-02-01,corn_prod_price,2.037477474234234
2024-03-01,corn_prod_price,2.035657011870824
2024-04-01,corn_prod_price,2.0756404466966294
2024-05-01,corn_prod_price,2.0877901719642855
2024-06-01,corn_prod_price,2.0720562701298704
2024-07-01,corn_prod_price,2.06707422919214
2024-08-01,corn_prod_price,2.03456709504329
2024-09-01,corn_prod_price,2.0835201720852017
2020-09-01,real_corn_price,1.66602533503401
2020-10-01,real_corn_price,1.867663875
2020-11-01,real_corn_price,1.9062503759398501
2020-12-01,real_corn_price,1.99184417517007
2021-01-01,real_corn_price,2.31754461466165
2021-02-01,real_corn_price,2.45554056578947
2021-03-01,real_corn_price,2.45760356832298
2021-04-01,real_corn_price,2.68622448809524
2021-05-01,real_corn_price,3.0429754965986398
2021-06-01,real_corn_price,2.92523726785714
2021-07-01,real_corn_price,2.78445755612245
2021-08-01,real_corn_price,2.57020755357143
2021-09-01,real_corn_price,2.35815603571429
2021-10-01,real_corn_price,2.3960245085034
2021-11-01,real_corn_price,2.48767746071429
2021-12-01,real_corn_price,2.6457314676870696
2022-01-01,real_corn_price,2.7671917821428598
2022-02-01,real_corn_price,2.92671593045113
2022-03-01,real_corn_price,3.35930684161491
2022-04-01,real_corn_price,3.4850711696428602
2022-05-01,real_corn_price,3.44909299603175
2022-06-01,real_corn_price,3.35717134013605
2022-07-01,real_corn_price,3.12682041964286
2022-08-01,real_corn_price,2.93930790333851
2022-09-01,real_corn_price,3.12546127891156
2022-10-01,real_corn_price,3.43553283333333
2022-11-01,real_corn_price,3.2092968285714303
2022-12-01,real_corn_price,3.02235405102041
2023-01-01,real_corn_price,3.0283998839285697
2023-02-01,real_corn_price,2.98245303383459
2023-03-01,real_corn_price,2.8495740496894397
2023-04-01,real_corn_price,2.91179744924812
2023-05-01,real_corn_price,2.68172526360544
2023-06-01,real_corn_price,2.6693523962584997
2023-07-01,real_corn_price,2.35271947278912
2023-08-01,real_corn_price,2.07675888664596
2023-09-01,real_corn_price,2.23847666428571
2023-10-01,real_corn_price,2.2190251875
2023-11-01,real_corn_price,2.09040296830357
2023-12-01,real_corn_price,2.07397968890977
2024-01-01,real_corn_price,1.98757928528912
2024-02-01,real_corn_price,1.88947744464286
2024-03-01,real_corn_price,1.90227211428571
2024-04-01,real_corn_price,1.9090004999999999
2024-05-01,real_corn_price,2.01019470535714
2024-06-01,real_corn_price,1.91240942946429
2024-07-01,real_corn_price,1.77767708446429
2024-08-01,real_corn_price,1.69296742410714
2024-09-01,real_corn_price,1.83655827659774
2020-09-01,meat_prod_price,6.1244672867636005
2020-10-01,meat_prod_price,5.866158913924595
2020-11-01,meat_prod_price,5.813328522036101
2020-12-01,meat_prod_price,5.898178150931092
2021-01-01,meat_prod_price,5.9381791825572625
2021-02-01,meat_prod_price,5.890244597849829
2021-03-01,meat_prod_price,5.954053847740829
2021-04-01,meat_prod_price,6.004996121839855
2021-05-01,meat_prod_price,6.072107645703547
2021-06-01,meat_prod_price,6.072830751071237
2021-07-01,meat_prod_price,6.049660980969654
2021-08-01,meat_prod_price,6.139288078715705
2021-09-01,meat_prod_price,6.0806932345338165
2021-10-01,meat_prod_price,6.207569913196721
2021-11-01,meat_prod_price,6.266568512251246
2021-12-01,meat_prod_price,6.260531225853075
2022-01-01,meat_prod_price,6.287863756703062
2022-02-01,meat_prod_price,6.298457261513762
2022-03-01,meat_prod_price,6.352144014966427
2022-04-01,meat_prod_price,6.374529236062456
2022-05-01,meat_prod_price,6.572403986130867
2022-06-01,meat_prod_price,6.672453838360059
2022-07-01,meat_prod_price,6.725792269620773
2022-08-01,meat_prod_price,6.850854305513069
2022-09-01,meat_prod_price,6.922254225472506
2022-10-01,meat_prod_price,6.998643906696321
2022-11-01,meat_prod_price,7.029697342535109
2022-12-01,meat_prod_price,7.042768455975551
2023-01-01,meat_prod_price,7.124307612192142
2023-02-01,meat_prod_price,7.170996401058038
2023-03-01,meat_prod_price,7.0517461092742515
2023-04-01,meat_prod_price,7.228473471727647
2023-05-01,meat_prod_price,7.310331055748167
2023-06-01,meat_prod_price,7.316280416116598
2023-07-01,meat_prod_price,7.257051374779644
2023-08-01,meat_prod_price,7.217341176124705
2023-09-01,meat_prod_price,7.373888619082939
2023-10-01,meat_prod_price,7.373437786552925
2023-11-01,meat_prod_price,7.3611281538329
2023-12-01,meat_prod_price,7.4315793180547685
2024-01-01,meat_prod_price,7.294727140588235
2024-02-01,meat_prod_price,7.416049115794152
2024-03-01,meat_prod_price,7.496459238503506
2024-04-01,meat_prod_price,7.638681187173669
2024-05-01,meat_prod_price,7.736313643570944
2024-06-01,meat_prod_price,7.7118026893699545
2024-07-01,meat_prod_price,7.744977986558098
2024-08-01,meat_prod_price,7.660365848780488
2024-09-01,meat_prod_price,7.703112230496377
